in s,C1 in V,C2 in V
-5.93856E-02,8.92242E+00,1.56836E+01
-5.93844E-02,8.90289E+00,1.56445E+01
-5.93832E-02,8.86383E+00,1.56836E+01
-5.93820E-02,8.86383E+00,1.56836E+01
-5.93808E-02,8.88336E+00,1.55664E+01
-5.93796E-02,8.96148E+00,1.55664E+01
-5.93784E-02,8.88336E+00,1.56836E+01
-5.93772E-02,8.88336E+00,1.55664E+01
-5.93760E-02,8.74664E+00,1.54883E+01
-5.93748E-02,8.84430E+00,1.56055E+01
-5.93736E-02,8.92242E+00,1.56836E+01
-5.93724E-02,8.88336E+00,1.55664E+01
-5.93712E-02,8.90289E+00,1.56055E+01
-5.93700E-02,8.86383E+00,1.56055E+01
-5.93688E-02,8.90289E+00,1.58008E+01
-5.93676E-02,8.94195E+00,1.55664E+01
-5.93664E-02,8.90289E+00,1.56055E+01
-5.93652E-02,8.88336E+00,1.55664E+01
-5.93640E-02,8.86383E+00,1.56055E+01
-5.93628E-02,8.92242E+00,1.56836E+01
-5.93616E-02,8.90289E+00,1.56055E+01
-5.93604E-02,8.88336E+00,1.55664E+01
-5.93592E-02,8.88336E+00,1.56445E+01
-5.93580E-02,8.96148E+00,1.56055E+01
-5.93568E-02,8.90289E+00,1.56445E+01
-5.93556E-02,8.90289E+00,1.56445E+01
-5.93544E-02,8.92242E+00,1.56836E+01
-5.93532E-02,8.86383E+00,1.55664E+01
-5.93520E-02,8.90289E+00,1.55664E+01
-5.93508E-02,8.92242E+00,1.56836E+01
-5.93496E-02,8.90289E+00,1.56445E+01
-5.93484E-02,8.96148E+00,1.55664E+01
-5.93472E-02,8.96148E+00,1.56836E+01
-5.93460E-02,8.88336E+00,1.56836E+01
-5.93448E-02,8.80523E+00,1.56055E+01
-5.93436E-02,8.86383E+00,1.55664E+01
-5.93424E-02,8.82477E+00,1.55664E+01
-5.93412E-02,8.96148E+00,1.56836E+01
-5.93400E-02,8.88336E+00,1.56055E+01
-5.93388E-02,8.92242E+00,1.56055E+01
-5.93376E-02,8.88336E+00,1.56445E+01
-5.93364E-02,8.88336E+00,1.55664E+01
-5.93352E-02,8.84430E+00,1.56055E+01
